Repository URL,Country code,CORE ID,OpenDOAR ID,ROAR ID,Software,Version
http://brage.bibsys.no,NO,1556,1782,,dspace, 5.5
http://ir.lib.hiroshima-u.ac.jp,jp,1558,,627,na,na
http://brage.bibsys.no,NO,1559,1802,,dspace, 5.5
http://dsp.tecnalia.com,es,2222,,9849,dspace, 4.7
http://docinsa.insa-lyon.fr,fr,2225,,246,na,na
https://api.archives-ouvertes.fr,FR,2226,60,,na,na
https://api.archives-ouvertes.fr,FR,2227,253,,na,na
http://www.bictel.be,BE,2228,27,,na,na
http://theses.unistra.fr,FR,2229,2488,,na,na
http://ir.sinica.edu.tw,TW,2230,3439,,na,na
http://nmwa.repo.nii.ac.jp,JP,2234,3640,,na,na
http://ndu-rep.repo.nii.ac.jp,JP,2235,3237,,na,na
http://repository.parthenonfrieze.gr,GR,2236,2890,,dspace,
http://zbc.ksiaznica.szczecin.pl,PL,2239,2068,,dlibra,
http://toin.repo.nii.ac.jp,JP,2242,3330,,na,na
http://tau.repo.nii.ac.jp,JP,2243,3381,,na,na
http://dspace.trakya.edu.tr,tr,2246,,8270,dspace, 5.5
http://travesia.mcu.es,es,2247,,2958,na,na
http://www.tara.tcd.ie,IE,2248,883,,dspace, 4.3
http://openlib.tugraz.at,AT,2250,3560,,na,na
http://tuis.repo.nii.ac.jp,JP,2251,3216,,na,na
http://thuir.thu.edu.tw,TW,2253,2026,,na,na
http://dspace.cc.tut.fi,FI,2255,1496,,dspace, 5.6
http://www.tzibalnaah.unah.edu.hn,HN,2256,3232,,dspace, 4.1
https://scholarworks.bridgeport.edu,US,2257,3540,,dspace,
http://repositorio.unican.es,ES,2259,2473,,dspace, 4.7
http://pubs.cs.uct.ac.za,za,2260,,1373,opus,
http://polen.itu.edu.tr,tr,2264,,10677,dspace, 4.2
http://repository.unam.na,NA,2265,2741,,dspace, 5.6
http://repository.unej.ac.id,ID,2266,3497,,dspace, 3.1
http://digitalcommons.unf.edu,us,2267,,3817,digital commons,
http://unipub.uni-graz.at,at,2268,,8402,na,na
http://ir.stthomas.edu,us,3550,,7720,digital commons,
http://dc.uwm.edu,us,3551,,7726,digital commons,
https://repin.pjwstk.edu.pl,pl,3553,,7755,dspace,
http://digitalcommons.wofford.edu,us,3555,,7842,digital commons,
http://dspace.oneu.edu.ua,ua,3556,,7878,dspace,
http://ojs.philosophy.spbu.ru,ru,3557,,7887,open journal systems, 2.4
http://repositori.uvic.cat,es,3558,,7897,dspace, 5.5
http://arizona.openrepository.com,us,3559,,7902,dspace, 5.7
http://oai-pmh.bg.phaidrabg.rs,rs,3561,,7940,na,na
http://dspace.spbu.ru,ru,3562,,7942,dspace, 5.4
http://repository.jmls.edu,us,3563,,7944,digital commons,
http://repozytorium.ka.edu.pl,pl,3564,,7966,dspace, 5.5
http://dspace.bhos.edu.az,az,3565,,7973,dspace,
http://elibrary.matf.bg.ac.rs,rs,3567,,8055,dspace,
http://norden.diva-portal.org,se,3568,,8069,na,na
https://repositorium.hs-ruhrwest.de,de,3569,,8108,opus,
http://repositorio.lamolina.edu.pe,pe,3570,,8109,dspace, 5.9
http://nittaidai.repo.nii.ac.jp,jp,3571,,8165,na,na
http://dspace.onua.edu.ua,ua,3572,,8168,dspace, 6.3
http://tuspubs.tuskegee.edu,,3573,,8176,digital commons,
http://repository.kpi.kharkov.ua,ua,3574,,8213,dspace, 6.3
http://digitalcommons.mcgeorge.edu,us,3575,,8217,digital commons,
http://repositorio.enap.gov.br,br,3576,,8224,dspace, 6.3
https://fagarkivet-hioa.archive.knowledgearc.net,no,3577,,8240,dspace, 5.9
http://szerep.sze.hu,hu,3578,,8256,opus,
http://dc.etsu.edu,us,3579,,8467,digital commons,
http://scholarship.depauw.edu,us,3580,,8371,digital commons,
http://scholarlycommons.law.case.edu,us,3581,,8335,digital commons,
http://digitalcommons.osgoode.yorku.ca,ca,3582,,8350,dspace,
